customer_id,name,kana,birth_date,gender,age,occupation,income_band,segment,zip_code,address,phone,my_number,deposit_balance_manyen,managed_asset_manyen,branch_id,employee_id,account_open_date
C00256,鈴木 知実,マツモト タクマ,1974-11-27,女性,51,公務員,1000-1500万,マスリテール,781-1083,栃木県栃木市猿楽町5-14,0288-68-4212,976799722452,634,931,B11,E076,2018-12-22
C00257,佐藤 治,スズキ ヨウコ,1976-01-19,男性,50,歯科医師,1500-3000万,富裕層,316-2877,茨城県ひたちなか市百村3-18,0288-92-1781,209085305563,,2581,B02,E007,2005-04-03
C00258,橋本 さゆり,ミウラ モモコ,1971-05-18,女性,55,自営業,500-800万,マスリテール,842-4247,茨城県古河市卯の里5-7,0283-93-9821,412589047370,507,493,B01,E003,2012-06-09
C00259,石川 加奈,ナカムラ ツバサ,1958-11-14,女性,67,経営者,1500-3000万,富裕層,065-4308,茨城県つくば市二つ室2-11,0285-98-7631,186205766415,10295,0,B04,E015,2014-12-03
C00260,佐藤 裕美子,コバヤシ ジュン,1984-06-09,女性,42,会社員,1500-3000万,マスリテール,915-9402,茨城県古河市睦5-17,0285-72-3741,237538171911,548,170,B05,E070,2009-07-27
C00261,佐藤 明美,サトウ タロウ,1964-07-13,女性,62,経営者,500-800万,準富裕層,153-2932,茨城県鹿嶋市中小来川5-2,029-70-9584,212026710909,3279,0,B03,E011,2016-01-22
C00262,伊藤 翔太,フジイ ハナコ,1958-11-01,男性,67,年金生活者,1500-3000万,富裕層,079-9364,栃木県小山市北青山5-6,029-24-6846,613146177255,4828,0,B09,E074,2007-05-23
C00263,田中 桃子,ミウラ オサム,1989-09-21,女性,36,歯科医師,800-1000万,マスリテール,886-4625,栃木県那須塩原市猿楽町4-18,0280-31-8239,500754242317,760,225,B15,E080,2011-07-19
C00264,佐藤 知実,キムラ ナナミ,1982-09-19,女性,43,会社役員,1000-1500万,準富裕層,248-7600,茨城県筑西市月島1-16,0288-81-5908,941852814217,2715,0,B03,E012,2016-10-31
C00265,中川 康弘,イシカワ ヒデキ,1983-10-13,男性,42,会社役員,1000-1500万,マスリテール,251-2466,栃木県大田原市中宮祠4-8,0282-30-7917,364678746971,582,240,B12,E050,2023-08-25
C00266,伊藤 春香,ミウラ アキラ,1983-09-14,女性,42,公務員,800-1000万,マス,385-5038,茨城県石岡市南郷屋4-9,0287-99-9060,452993867801,434,0,B03,E009,2009-02-07
C00267,吉田 篤司,ヤマシタ オサム,1947-03-29,男性,79,歯科医師,1500-3000万,準富裕層,237-8515,茨城県古河市虎ノ門虎ノ門ヒルズ森タワー4-2,0282-30-3393,392298458992,2019,639,B02,E067,2019-01-06
C00268,山田 香織,ヤマグチ ミツル,1986-10-25,女性,39,歯科医師,300-500万,準富裕層,076-9697,茨城県土浦市日光4-15,0280-24-4263,909433121328,3930,0,B01,E001,2013-09-13
C00269,伊藤 淳,ニシムラ マアヤ,1980-09-25,男性,45,自営業,800-1000万,マスリテール,753-5345,栃木県宇都宮市西神田5-17,029-52-8884,429159937069,877,0,B09,E035,2014-01-20
C00270,鈴木 修平,ゴトウ ヒロシ,1950-07-23,男性,76,年金生活者,500-800万,マス,108-2693,茨城県水戸市浅草5-16,0287-96-3539,947703702424,283,142,B05,E017,2014-04-28
C00271,鈴木 春香,ヤマダ トモヤ,1958-07-07,女性,68,医師,1500-3000万,準富裕層,122-1481,茨城県筑西市氏家1-5,0285-49-6189,714101621106,10891,1173,B03,E068,2021-02-24
C00272,長谷川 陽子,イトウ リョウスケ,1961-09-19,女性,64,経営者,1500-3000万,準富裕層,093-4066,栃木県真岡市明石町2-19,0280-89-6696,904549083133,1292,1755,B11,E046,2012-12-04
C00273,森 淳,サトウ タクマ,1988-07-31,男性,38,医師,500-800万,マスリテール,569-9013,茨城県水戸市西関宿5-13,0287-43-1306,951967215667,459,0,B03,E013,2006-11-23
C00274,岡田 京助,サトウ ヨウスケ,1984-10-29,男性,41,年金生活者,500-800万,マスリテール,227-2141,茨城県取手市上吉羽3-4,029-86-2092,245761739120,981,408,B03,E010,2021-06-22
C00275,池田 充,ハヤシ ジュン,1991-10-15,男性,34,医師,300万未満,マスリテール,076-0357,栃木県栃木市東三島5-3,029-46-9051,189473092419,854,402,B13,E078,2008-12-15
C00276,岡田 治,スズキ ミカコ,1947-08-01,男性,79,会社員,800-1000万,マスリテール,946-9402,栃木県足利市筑土八幡町2-18,0285-44-4164,823814483244,768,146,B12,E049,2021-06-07
C00277,佐々木 拓真,タナカ サトミ,1991-04-28,男性,35,農業,1000-1500万,マスリテール,281-4585,栃木県大田原市秋葉原1-6,0288-43-7579,471534826460,851,371,B09,E035,2022-09-01
C00278,斎藤 陽子,ヤマザキ ナオキ,1966-01-04,女性,60,会社員,3000万以上,富裕層,563-7848,栃木県那須塩原市日光5-8,0283-89-4504,943424473649,9925,0,B09,E074,2006-10-03
C00279,高橋 知実,シミズ ヨウイチ,1972-09-22,女性,53,会社員,500-800万,マスリテール,019-6266,栃木県那須塩原市明石町1-9,0283-85-3534,139059665795,649,199,B15,E080,2014-08-05
C00280,中村 浩,コバヤシ サユリ,1946-05-01,男性,80,税理士,500-800万,マスリテール,611-3588,茨城県石岡市轟4-19,0280-29-6319,631686475006,1092,0,B05,E018,2022-11-30
C00281,佐藤 直樹,フジタ チヨ,1994-09-02,男性,31,不動産賃貸業,1500-3000万,マスリテール,102-4060,茨城県取手市中川崎1-8,0287-97-1187,957421016279,,461,B08,E073,2010-05-01
C00282,前田 翔太,ナカムラ サユリ,1953-12-24,男性,72,会社員,3000万以上,マスリテール,606-5210,茨城県鹿嶋市明石町5-19,0283-31-4638,419682729493,760,78,B01,E004,2023-04-12
C00283,橋本 春香,キムラ シュウヘイ,1987-09-02,女性,38,医師,1000-1500万,マスリテール,829-8064,茨城県つくば市竜泉2-16,0283-45-8993,814662452464,746,102,B02,E007,2011-03-08
C00284,佐藤 篤司,サイトウ アキラ,1971-11-06,男性,54,弁護士,1000-1500万,準富裕層,000-5435,栃木県那須塩原市木立3-7,0282-64-1396,438313205080,1758,1108,B09,E035,2021-02-16
C00285,山下 花子,サトウ ヒロシ,1980-12-08,女性,45,不動産賃貸業,1000-1500万,マス,145-1817,栃木県小山市松が谷1-4,0287-26-4982,782680502960,152,0,B16,E062,2022-03-19
C00286,小林 真綾,ナカムラ タイチ,1951-12-17,女性,74,会社役員,1500-3000万,富裕層,161-7157,栃木県佐野市蔵前5-16,0283-38-1301,741567640429,7234,2541,B13,E051,2017-12-25
C00287,橋本 英樹,イトウ ユミコ,1986-07-15,男性,40,税理士,1000-1500万,マス,387-5026,茨城県水戸市藤金1-13,0287-54-6901,219676181095,574,0,B03,E009,2007-07-20
C00288,太田 裕美子,コンドウ ユミコ,1946-08-26,女性,80,弁護士,300-500万,マスリテール,616-5213,茨城県土浦市神明内5-15,0283-22-1651,437281270772,717,267,B04,E016,2017-10-16
C00289,福田 京助,ナカジマ チヨ,1962-09-08,男性,63,会社役員,3000万以上,富裕層,327-2750,茨城県筑西市前弥六3-2,0287-52-7343,346016559274,7667,0,B08,E032,2021-06-07
C00290,吉田 直子,イトウ オサム,1962-11-15,女性,63,年金生活者,500-800万,マス,805-1770,茨城県土浦市丹勢5-5,0285-59-6395,694634653810,169,172,B05,E018,2005-12-18
C00291,石川 健一,ササキ マアヤ,1962-11-29,男性,63,不動産賃貸業,1500-3000万,準富裕層,384-1661,茨城県筑西市雷門2-14,0288-38-3589,174378079878,3047,0,B03,E013,2020-10-09
C00292,高橋 治,ヤマモト タイチ,1958-04-26,男性,68,歯科医師,1000-1500万,超富裕層,107-1215,栃木県大田原市丸の内4-10,0285-55-3489,309504673094,21091,0,B09,E034,2008-05-27
C00293,高橋 治,ナカムラ マナブ,1990-07-21,男性,36,不動産賃貸業,500-800万,マスリテール,721-0507,茨城県水戸市筑土八幡町3-3,0287-81-3196,617993292748,441,0,B02,E008,2023-11-06
C00294,斎藤 舞,サトウ タイチ,1955-06-26,女性,71,自営業,1500-3000万,富裕層,194-6705,茨城県水戸市竜泉3-14,0280-45-4351,293557581687,4081,0,B03,E012,2010-04-22
C00295,山本 加奈,カトウ ヒデキ,1987-10-31,女性,38,経営者,500-800万,マスリテール,157-0893,栃木県鹿沼市勝どき5-18,0283-24-9530,594390748940,530,1126,B13,E078,2005-01-28
C00296,山本 稔,タナカ アケミ,1955-07-22,男性,71,弁護士,500-800万,マスリテール,653-4781,栃木県宇都宮市方京2-10,0285-70-5989,608034134740,5218,0,B12,E049,2014-06-21
C00297,山本 拓真,ササキ ナオコ,1949-08-25,男性,77,経営者,300-500万,マスリテール,557-6349,茨城県石岡市柿木沢新田5-5,0285-72-6299,127706343804,1334,104,B07,E028,2012-06-02
C00298,小林 智也,ワタナベ トモヤ,1958-06-07,男性,68,自営業,300-500万,マス,857-4400,茨城県日立市日光4-12,029-87-7292,970705293143,149,424,B07,E072,2008-01-09
C00299,鈴木 太郎,マツダ ユミコ,1956-08-08,男性,70,公務員,300-500万,マスリテール,062-6342,栃木県小山市東上野2-2,0285-59-6071,944949610845,449,352,B09,E037,2013-05-16
C00300,木村 翔太,ヤマモト マアヤ,1991-01-15,男性,35,医師,800-1000万,準富裕層,731-0568,茨城県鹿嶋市西浅草4-14,0285-30-1107,407293492324,2489,1291,B03,E013,2016-06-04
C00301,鈴木 康弘,タナカ サユリ,1994-07-30,男性,32,会社役員,3000万以上,準富裕層,827-3157,栃木県鹿沼市山中新田5-10,0282-31-1803,555734202254,1047,0,B10,E039,2005-11-08
C00302,岡本 舞,ナカガワ ミツル,1952-07-17,女性,74,不動産賃貸業,800-1000万,マスリテール,609-4225,茨城県水戸市西神田1-10,0282-67-7208,176537454301,1050,137,B02,E067,2023-03-20
C00303,鈴木 英樹,イノウエ ナオコ,1971-07-03,男性,55,税理士,800-1000万,マスリテール,939-0202,栃木県日光市東上野2-7,0283-27-2790,901317919940,250,0,B13,E051,2020-08-19
C00304,加藤 くみ子,ニシムラ ヒロシ,1984-10-02,女性,41,公務員,800-1000万,マスリテール,804-4687,茨城県鹿嶋市元浅草5-16,0285-43-4812,420870938190,1047,2132,B08,E032,2022-08-08
C00305,渡辺 充,キムラ ミキ,1946-11-29,男性,79,自営業,800-1000万,マスリテール,282-6602,茨城県取手市湯本塩原4-2,0282-64-4478,800128190634,1845,0,B01,E002,2017-05-13
C00306,佐藤 花子,サトウ ナオキ,1991-12-17,女性,34,医師,1000-1500万,富裕層,918-6102,栃木県鹿沼市土沢5-1,0288-42-4178,626874259465,,1197,B10,E041,2011-10-04
C00307,山本 洋介,イシイ カナ,1994-08-05,男性,32,自営業,500-800万,マス,233-2201,栃木県宇都宮市九段南5-10,0283-60-9779,327713661752,824,47,B12,E050,2024-06-25
C00308,藤田 花子,イシカワ ヨウコ,1977-12-03,女性,48,医師,1000-1500万,マス,192-7237,栃木県那須塩原市下宇和田1-9,0285-31-9143,361464933400,594,279,B12,E050,2023-04-08
C00309,中島 桃子,ハセガワ モモコ,1985-05-13,女性,41,弁護士,800-1000万,マスリテール,067-5097,茨城県筑西市日本堤2-7,0282-81-9579,951736505116,578,261,B07,E029,2013-01-25
C00310,田中 涼平,ムラカミ ショウタ,1946-09-08,男性,79,農業,300万未満,マスリテール,051-5904,茨城県石岡市上吉羽1-11,0285-25-2689,944049454251,365,143,B02,E008,2010-06-25
C00311,山口 里佳,イケダ ショウタ,1963-12-30,女性,62,年金生活者,1000-1500万,準富裕層,608-7308,茨城県鹿嶋市押上1-9,0280-40-5483,113376505558,2066,0,B01,E005,2024-03-17
C00312,林 太郎,タカハシ ナオコ,1983-03-13,男性,43,弁護士,1000-1500万,マスリテール,705-1480,栃木県佐野市脚折町5-8,0280-29-6101,694160359326,579,0,B09,E037,2005-07-20
C00313,高橋 浩,イシイ ミツル,1956-06-24,男性,70,自営業,500-800万,マスリテール,211-4408,茨城県石岡市虎ノ門5-15,0283-65-6119,999075520335,374,0,B01,E002,2015-04-08
C00314,佐々木 京助,サイトウ アキラ,1956-05-30,男性,70,自営業,800-1000万,マスリテール,622-5004,栃木県栃木市五味ヶ谷2-5,0288-98-5227,503352669302,1377,601,B10,E041,2013-06-23
C00315,近藤 美加子,イトウ ナナミ,1979-07-15,女性,47,会社員,800-1000万,マスリテール,844-6506,茨城県つくば市南郷屋3-12,0283-93-3087,213850776898,692,0,B03,E012,2005-02-23
C00316,木村 学,ヤマモト カナ,1969-07-26,男性,57,会社員,800-1000万,マスリテール,344-4529,栃木県日光市東神田2-16,0285-28-6582,994247573582,1298,228,B12,E077,2022-03-25
C00317,阿部 里佳,タナカ モモコ,1984-01-14,女性,42,不動産賃貸業,800-1000万,マスリテール,921-0930,栃木県真岡市高輪3-18,029-76-3886,174757314715,735,333,B11,E047,2018-03-18
C00318,山下 里佳,ナカガワ ナオコ,1991-04-02,女性,35,会社員,300-500万,マスリテール,414-6361,茨城県石岡市中小来川1-5,0287-39-8421,420109306294,799,0,B01,E004,2016-08-29
C00319,中村 千代,アオキ ハルカ,1970-11-15,女性,55,弁護士,3000万以上,準富裕層,865-2785,栃木県佐野市柿木沢4-12,029-94-1133,544573885344,3139,0,B09,E035,2010-11-16
C00320,高橋 淳,オオタ リョウヘイ,1962-02-12,男性,64,会社員,500-800万,マスリテール,091-3641,栃木県鹿沼市六番町4-11,0287-68-7652,578380179233,439,0,B13,E052,2009-06-20
C00321,吉田 花子,ワタナベ ナナミ,1968-08-25,女性,58,歯科医師,1000-1500万,富裕層,120-7709,栃木県佐野市西小来川2-5,029-29-1257,890892440071,8126,0,B10,E041,2022-04-30
C00322,山田 修平,エンドウ タクマ,1972-01-08,男性,54,医師,1500-3000万,富裕層,423-0885,栃木県鹿沼市四区町4-20,0280-78-9346,707411990377,7393,0,B10,E041,2007-10-01
C00323,中村 浩,タカハシ サユリ,1984-09-21,男性,41,歯科医師,500-800万,マスリテール,499-5449,茨城県筑西市押上5-12,029-24-8917,506754373302,865,148,B06,E022,2011-04-09
C00324,佐藤 淳,マエダ ケンイチ,1974-05-22,男性,52,歯科医師,1500-3000万,準富裕層,162-8021,栃木県足利市前弥六5-19,0282-98-1864,477543023947,2419,391,B09,E074,2007-08-04
C00325,山崎 真綾,フジワラ マアヤ,1945-03-28,女性,81,自営業,500-800万,マスリテール,546-3267,栃木県佐野市北青山3-6,029-96-5981,962115778912,1585,0,B11,E047,2024-01-01
C00326,前田 桃子,サトウ アキラ,1976-12-16,女性,49,不動産賃貸業,1500-3000万,準富裕層,254-3707,茨城県水戸市丸の内ＪＰタワー3-16,029-36-9283,408308913697,2998,0,B03,E011,2011-03-30
C00327,小林 裕美子,タカハシ アスカ,1960-03-16,女性,66,税理士,500-800万,マスリテール,297-7469,茨城県つくば市東上野3-8,0285-43-9640,138062062164,353,0,B02,E008,2016-12-04
C00328,吉田 稔,ナカムラ リョウヘイ,1969-12-30,男性,56,不動産賃貸業,1500-3000万,準富裕層,768-3087,栃木県小山市卯の里2-19,0287-64-1890,390521299250,8065,661,B16,E061,2023-12-17
C00329,佐藤 千代,タナカ アキラ,1975-01-27,女性,51,公務員,1500-3000万,富裕層,173-2017,茨城県鹿嶋市京橋3-5,0283-75-1194,593050688004,3066,2555,B01,E004,2019-03-22
C00330,小林 充,フジタ ヨウコ,1947-06-24,男性,79,医師,500-800万,準富裕層,049-1771,栃木県鹿沼市土沢4-15,0288-50-4193,471600365664,1224,763,B10,E075,2005-12-19
C00331,加藤 拓真,イノウエ ナオキ,1980-10-16,男性,45,会社員,1000-1500万,マスリテール,210-0152,栃木県佐野市皇居外苑2-2,029-99-2506,824106311497,373,394,B10,E039,2013-06-02
C00332,阿部 淳,カトウ リョウヘイ,1950-05-08,男性,76,経営者,3000万以上,準富裕層,736-1928,栃木県小山市脚折町1-6,0282-57-8650,800404859161,,2459,B15,E080,2007-04-13
C00333,佐々木 陽子,ゴトウ ヨウスケ,1971-09-06,女性,54,公務員,1000-1500万,マスリテール,206-5864,栃木県大田原市虎ノ門4-11,029-53-5336,581800538483,584,0,B15,E058,2010-11-28
C00334,井上 零,イケダ ナオキ,1961-11-10,男性,64,不動産賃貸業,1500-3000万,富裕層,002-0208,茨城県土浦市前弥六5-4,0285-53-2692,177459137736,3485,0,B08,E031,2023-02-19
C00335,高橋 香織,ヤマシタ カズヤ,1991-02-21,女性,35,自営業,1500-3000万,マス,659-3787,栃木県鹿沼市浅草橋1-17,0287-82-8833,544254484901,447,47,B09,E034,2024-10-09
C00336,渡辺 篤司,オカダ リョウスケ,1947-01-05,男性,79,公務員,1000-1500万,マスリテール,297-5901,栃木県大田原市外神田1-3,0282-88-6571,935197791408,1185,632,B09,E036,2013-07-09
C00337,鈴木 康弘,サトウ キョウスケ,1978-10-30,男性,47,農業,1000-1500万,マス,174-5384,栃木県真岡市明石町1-15,0287-44-3292,310606720510,226,0,B10,E038,2022-11-21
C00338,斉藤 治,オカダ サユリ,1950-10-21,男性,75,自営業,1500-3000万,富裕層,409-7479,栃木県真岡市上広谷1-2,0282-27-6533,893657465489,2653,0,B10,E038,2021-09-18
C00339,小川 充,スズキ ユウキ,1982-01-17,男性,44,年金生活者,500-800万,マスリテール,965-2611,茨城県日立市南郷屋1-5,0285-22-8720,149900528148,974,331,B06,E023,2013-04-27
C00340,小川 稔,タナカ マアヤ,1984-09-25,男性,41,会社役員,3000万以上,準富裕層,626-0472,栃木県足利市油井1-4,0285-96-4613,980739351543,8247,288,B10,E039,2014-08-30
C00341,鈴木 舞,サトウ ナオコ,1978-05-27,女性,48,会社員,300-500万,マス,012-8598,茨城県取手市外国府間2-12,0283-41-8187,145449282964,871,95,B07,E028,2024-07-22
C00342,山口 陽子,ヨシダ ユウタ,1957-09-04,女性,69,歯科医師,1500-3000万,富裕層,354-6305,茨城県鹿嶋市四区町2-7,0280-54-9570,552906101520,9283,0,B01,E002,2021-10-12
C00343,佐藤 零,ヤマグチ ナオキ,1988-06-10,男性,38,不動産賃貸業,1500-3000万,マス,890-2709,栃木県佐野市二つ室3-14,029-91-4860,229673235422,484,0,B15,E058,2020-01-11
C00344,伊藤 淳,ヤマグチ ヒデキ,1977-10-22,男性,48,自営業,1000-1500万,マスリテール,412-3850,栃木県真岡市方京4-6,0280-25-1885,502201614722,845,0,B09,E036,2014-03-08
C00345,鈴木 幹,ヤマモト ミキ,1983-01-02,女性,43,会社員,1000-1500万,マスリテール,018-1681,茨城県筑西市高輪2-6,0288-23-8947,226765546215,2068,0,B03,E009,2013-03-31
C00346,長谷川 陽子,サカモト ユイ,1955-07-20,女性,71,不動産賃貸業,500-800万,マスリテール,687-7474,栃木県足利市丸の内2-14,0288-45-7152,344346552746,581,108,B14,E054,2012-04-07
C00347,長谷川 美加子,キムラ ヨウコ,1975-08-06,女性,51,会社役員,1500-3000万,富裕層,733-5952,茨城県古河市浅草3-7,0282-36-1525,725743279503,5633,0,B08,E031,2007-04-13
C00348,佐藤 太郎,イノウエ ハルカ,1980-10-21,男性,45,自営業,500-800万,マスリテール,046-2689,茨城県つくば市台東5-6,0283-90-4763,551342970503,522,0,B03,E013,2007-10-23
C00349,鈴木 学,タナカ レイ,1988-06-16,男性,38,不動産賃貸業,500-800万,マスリテール,220-7488,茨城県石岡市鍛冶ケ沢2-19,0280-93-1083,143139614451,1045,408,B08,E073,2019-05-03
C00350,前田 篤司,フジタ トモヤ,1968-04-28,男性,58,公務員,300-500万,マスリテール,603-8260,栃木県宇都宮市湯宮4-7,0280-65-5846,809696368996,434,107,B10,E038,2024-04-10
C00351,松本 あすか,ムラカミ ミキ,1992-02-21,女性,34,歯科医師,300-500万,マスリテール,799-2903,茨城県取手市大中2-12,0287-79-1022,790890082688,645,813,B01,E001,2019-08-11
C00352,鈴木 陽子,ヤマグチ マアヤ,1966-05-08,女性,60,農業,500-800万,マス,623-4067,茨城県日立市五味ヶ谷5-11,0287-27-9433,502329570945,148,164,B06,E022,2012-12-16
C00353,松田 美加子,タカハシ マナブ,1980-09-12,女性,45,自営業,1000-1500万,マスリテール,766-8393,茨城県つくば市九段南3-8,0283-34-8839,738886165523,375,490,B01,E066,2021-11-10
C00354,山下 零,タナカ マナブ,1981-06-07,男性,45,会社員,800-1000万,マスリテール,703-5657,茨城県筑西市油井5-4,0285-88-9730,421690693387,1392,119,B03,E012,2024-08-16
C00355,山口 裕樹,ヤマシタ ハルカ,1973-09-04,男性,52,弁護士,3000万以上,富裕層,596-9349,栃木県足利市大京町1-6,0282-34-3424,265340472930,3356,0,B09,E035,2018-06-26
C00356,斉藤 翼,マツモト アキラ,1964-06-03,男性,62,税理士,1000-1500万,富裕層,054-0927,栃木県真岡市木立1-10,0280-28-1361,984212621088,14441,0,B09,E035,2010-05-05
C00357,岡本 直子,ムラカミ ユウキ,1984-12-31,女性,41,公務員,800-1000万,マスリテール,208-8866,栃木県日光市土呂部5-15,0285-58-3161,971441485256,478,0,B13,E053,2012-03-04
C00358,鈴木 結衣,ナカジマ ヒデキ,1964-10-31,女性,61,弁護士,3000万以上,富裕層,523-4712,茨城県石岡市中三依2-18,0282-43-3873,880993982661,5141,1330,B03,E068,2023-07-13
C00359,加藤 陽一,フジワラ アスカ,1945-08-30,男性,81,歯科医師,1500-3000万,準富裕層,257-3327,栃木県那須塩原市戸山2-12,0285-89-3663,433004460861,,298,B14,E054,2021-08-07
C00360,前田 結衣,フジタ シュウヘイ,1960-01-01,女性,66,自営業,3000万以上,マス,181-1220,栃木県那須塩原市柿木沢新田1-16,029-37-2914,127093006774,325,451,B15,E080,2024-03-31
C00361,小林 翼,イノウエ クミコ,1953-03-17,男性,73,自営業,3000万以上,富裕層,866-4178,栃木県佐野市中宮祠2-1,029-88-8298,837347372732,8026,0,B09,E034,2011-08-12
C00362,佐藤 花子,フジタ ミツル,1976-05-24,女性,50,弁護士,300-500万,マスリテール,677-4934,栃木県大田原市千束3-13,0282-21-5663,483733510391,471,603,B16,E063,2020-10-18
C00363,鈴木 裕樹,マツモト サユリ,1971-07-20,男性,55,弁護士,1000-1500万,マスリテール,805-8276,栃木県大田原市氏家4-5,0288-95-2410,328250192711,614,0,B16,E063,2013-04-26
C00364,鈴木 千代,アベ タイチ,1963-05-26,女性,63,医師,800-1000万,マスリテール,223-8691,茨城県石岡市上野桜木2-7,0280-68-5742,639249752328,890,655,B08,E031,2024-12-06
C00365,鈴木 春香,イトウ リカ,1976-04-18,女性,50,不動産賃貸業,3000万以上,富裕層,636-3994,栃木県小山市長畑3-10,0287-80-3034,832952545655,5884,0,B12,E050,2018-08-26
C00366,小林 加奈,ワタナベ ナナミ,1946-04-05,女性,80,経営者,3000万以上,マスリテール,529-6143,茨城県日立市花川戸5-12,0283-81-8144,387197358866,545,0,B07,E030,2021-01-20
C00367,佐々木 聡太郎,ヤマモト オサム,1993-05-10,男性,33,会社員,800-1000万,マスリテール,171-8814,栃木県小山市三ノ輪3-6,029-54-6917,797586500875,427,0,B16,E063,2005-02-23
C00368,田中 里佳,エンドウ ツバサ,1987-08-14,女性,39,農業,1000-1500万,マスリテール,210-8810,茨城県筑西市戸塚町3-11,0288-58-5447,867448137034,1511,183,B01,E066,2017-12-06
C00369,中島 くみ子,ヤマダ タイチ,1946-12-07,女性,79,歯科医師,800-1000万,準富裕層,075-0889,茨城県土浦市押上2-17,0280-44-9612,687749394173,1620,262,B05,E070,2020-11-18
C00370,木村 翔太,カトウ ミカコ,1977-02-20,男性,49,公務員,500-800万,マスリテール,443-5183,栃木県鹿沼市所野5-11,0280-58-1471,996550629835,459,0,B09,E034,2012-10-15
C00371,松本 充,マエダ ヒロシ,1947-04-28,男性,79,経営者,500-800万,富裕層,868-1189,茨城県水戸市明石町4-14,029-45-2766,972019204718,4868,1639,B03,E068,2023-07-24
C00372,山本 稔,サイトウ ナナミ,1984-01-10,男性,42,自営業,1000-1500万,マス,448-6249,栃木県宇都宮市白金台1-5,0288-55-6698,277606360683,370,0,B09,E074,2021-06-10
C00373,佐々木 英樹,タカハシ タクマ,1985-08-19,男性,41,農業,300-500万,マスリテール,869-8941,栃木県足利市藤金2-12,0285-74-4510,351316794401,1130,253,B11,E046,2024-03-14
C00374,山本 里佳,ミウラ アケミ,1973-03-24,女性,53,医師,500-800万,超富裕層,568-2316,茨城県古河市箭坪4-4,0285-56-8486,910032504944,32135,0,B01,E003,2005-11-02
C00375,松本 香織,タナカ ハルカ,1955-10-19,女性,70,弁護士,500-800万,マスリテール,927-8397,栃木県日光市湯本塩原1-4,0280-70-7563,751525223379,454,529,B10,E038,2008-03-21
C00376,清水 淳,スズキ ミノル,1985-10-12,男性,40,医師,3000万以上,富裕層,872-0891,栃木県足利市今戸2-14,0287-83-5563,884968911912,11112,0,B10,E042,2017-11-22
C00377,山本 香織,スズキ ユミコ,1969-11-05,女性,56,会社員,1000-1500万,富裕層,338-5851,栃木県栃木市山中新田2-1,029-26-2117,845168815335,3445,0,B09,E034,2018-06-05
C00378,鈴木 陽子,アオキ タイチ,1969-10-11,女性,56,不動産賃貸業,800-1000万,マスリテール,336-5008,栃木県真岡市渡辺4-7,0282-83-9032,385635918501,565,703,B16,E065,2016-04-23
C00379,岡田 翼,サトウ ショウタ,1985-01-24,男性,41,会社役員,1500-3000万,マスリテール,729-7145,茨城県つくば市五味ヶ谷4-14,0280-59-7374,939612225671,523,666,B05,E017,2021-10-20
C00380,森 花子,ヤマダ ハルカ,1984-07-05,女性,42,年金生活者,500-800万,マスリテール,498-9038,栃木県真岡市美原町5-13,0283-65-5660,165800972534,1015,663,B09,E034,2008-07-07
C00381,近藤 亮介,サカモト シュウヘイ,1958-06-04,男性,68,会社員,1000-1500万,富裕層,907-1252,栃木県那須塩原市二つ室4-12,029-51-5056,809677298029,11358,3059,B09,E036,2022-11-03
C00382,岡田 浩,フジタ サトミ,1991-03-21,男性,35,税理士,500-800万,マス,564-4269,栃木県真岡市吾妻橋5-1,0282-68-7394,728450014451,227,274,B09,E034,2022-11-17
C00383,阿部 京助,カトウ ユミコ,1982-05-24,男性,44,経営者,500-800万,マスリテール,297-2193,栃木県大田原市今戸2-16,0287-29-9779,414452079663,,356,B12,E050,2015-01-09
C00384,加藤 桃子,アベ リョウスケ,1994-02-28,女性,32,弁護士,300-500万,マスリテール,628-2717,茨城県筑西市花川戸4-14,0280-64-2256,655347204229,880,134,B01,E003,2007-10-23
C00385,田中 裕美子,イシカワ ナオキ,1992-11-23,女性,33,弁護士,300万未満,マスリテール,041-3585,茨城県筑西市蔵前2-19,0285-47-8656,686855425106,559,411,B07,E072,2009-08-20
C00386,小林 あすか,ヤマグチ ヨウイチ,1963-06-04,女性,63,不動産賃貸業,1000-1500万,マスリテール,480-7448,栃木県佐野市中鉢石町4-14,0282-28-4335,554604966623,878,170,B13,E053,2005-10-19
C00387,鈴木 直人,ムラカミ ナオコ,1974-07-05,男性,52,税理士,300-500万,マスリテール,583-2848,栃木県栃木市港南3-15,0285-91-8145,810482162180,810,0,B12,E048,2018-01-27
C00388,林 香織,コバヤシ チヨ,1971-05-02,女性,55,歯科医師,300-500万,富裕層,361-5653,茨城県日立市蔵前3-20,0282-28-7668,503283570300,2089,7090,B03,E068,2020-11-07
C00389,山口 京助,タカハシ カオリ,1971-03-29,男性,55,公務員,1000-1500万,マスリテール,287-3465,栃木県鹿沼市四区町5-9,0285-31-4900,235720199128,1028,280,B10,E040,2008-09-27
C00390,斎藤 加奈,カトウ タイチ,1981-09-24,女性,44,経営者,300-500万,マスリテール,493-7844,茨城県ひたちなか市雷門4-14,0282-95-1916,686221626322,472,0,B04,E016,2009-03-19
C00391,山崎 翼,イトウ キョウスケ,1974-03-31,男性,52,会社員,1500-3000万,マスリテール,164-2207,栃木県宇都宮市花川戸5-2,0288-26-4926,706676942012,569,156,B10,E041,2005-10-14
